archaea	archaea	2.4607	3.0047	G001273385	G001412615	
archaea	archaea	2.8919	3.5721	G000336755	G001412615	
archaea	archaea	2.7232	2.8819	G000336755	G001273385	
archaea	archaea	2.9448	3.6559	G001564285	G001412615	
archaea	archaea	2.7760	2.9658	G001564285	G001273385	
archaea	archaea	0.7563	0.7871	G001564285	G000336755	
archaea	archaea	2.8022	3.4475	G000024185	G001412615	
archaea	archaea	2.6334	2.7573	G000024185	G001273385	
archaea	archaea	2.2315	2.5119	G000024185	G000336755	
archaea	archaea	2.2843	2.5957	G000024185	G001564285	
archaea	archaea	2.3303	2.7038	G001484195	G001412615	
archaea	archaea	2.1616	2.0136	G001484195	G001273385	
archaea	archaea	2.0730	2.3954	G001484195	G000336755	
archaea	archaea	2.1259	2.4793	G001484195	G001564285	
archaea	archaea	1.9832	2.2708	G001484195	G000024185	
archaea	archaea	3.0300	3.6904	G000337035	G001412615	
archaea	archaea	2.8612	3.0002	G000337035	G001273385	
archaea	archaea	0.6566	0.6585	G000337035	G000336755	
archaea	archaea	0.8943	0.9055	G000337035	G001564285	
archaea	archaea	2.3696	2.6302	G000337035	G000024185	
archaea	archaea	2.2111	2.5137	G000337035	G001484195	
archaea	archaea	2.3163	3.0307	G001918745	G001412615	
archaea	archaea	1.6826	1.6240	G001918745	G001273385	
archaea	archaea	2.5787	2.9079	G001918745	G000336755	
archaea	archaea	2.6316	2.9917	G001918745	G001564285	
archaea	archaea	2.4889	2.7833	G001918745	G000024185	
archaea	archaea	2.0171	2.0396	G001918745	G001484195	
archaea	archaea	2.7168	3.0262	G001918745	G000337035	
archaea	archaea	2.7758	3.2824	G001006045	G001412615	
archaea	archaea	2.6070	2.5922	G001006045	G001273385	
archaea	archaea	1.7583	1.9793	G001006045	G000336755	
archaea	archaea	1.8112	2.0632	G001006045	G001564285	
archaea	archaea	2.1154	2.2222	G001006045	G000024185	
archaea	archaea	1.9569	2.1057	G001006045	G001484195	
archaea	archaea	1.8964	2.0976	G001006045	G000337035	
archaea	archaea	2.4626	2.6182	G001006045	G001918745	
archaea	archaea	1.5755	1.9887	G000243315	G001412615	
archaea	archaea	2.4070	2.8017	G000243315	G001273385	
archaea	archaea	2.8382	3.3691	G000243315	G000336755	
archaea	archaea	2.8910	3.4529	G000243315	G001564285	
archaea	archaea	2.7484	3.2445	G000243315	G000024185	
archaea	archaea	2.2766	2.5008	G000243315	G001484195	
archaea	archaea	2.9762	3.4874	G000243315	G000337035	
archaea	archaea	2.2625	2.8277	G000243315	G001918745	
archaea	archaea	2.7220	3.0794	G000243315	G001006045	
archaea	archaea	3.1579	3.4431	G001421185	G001412615	
archaea	archaea	2.9891	2.7529	G001421185	G001273385	
archaea	archaea	2.4386	2.3388	G001421185	G000336755	
archaea	archaea	2.4915	2.4227	G001421185	G001564285	
archaea	archaea	2.4975	2.3829	G001421185	G000024185	
archaea	archaea	2.3390	2.2664	G001421185	G001484195	
archaea	archaea	2.5767	2.4572	G001421185	G000337035	
archaea	archaea	2.8447	2.7789	G001421185	G001918745	
archaea	archaea	2.3225	2.0492	G001421185	G001006045	
archaea	archaea	3.1041	3.2401	G001421185	G000243315	
archaea	archaea	1.7772	2.0191	G000015805	G001412615	
archaea	archaea	2.4003	2.5678	G000015805	G001273385	
archaea	archaea	2.8315	3.1351	G000015805	G000336755	
archaea	archaea	2.8844	3.2190	G000015805	G001564285	
archaea	archaea	2.7418	3.0106	G000015805	G000024185	
archaea	archaea	2.2699	2.2669	G000015805	G001484195	
archaea	archaea	2.9696	3.2535	G000015805	G000337035	
archaea	archaea	2.2559	2.5938	G000015805	G001918745	
archaea	archaea	2.7154	2.8455	G000015805	G001006045	
archaea	archaea	1.7234	1.8161	G000015805	G000243315	
archaea	archaea	3.0975	3.0062	G000015805	G001421185	
archaea	archaea	1.5086	1.9223	G000022385	G001412615	
archaea	archaea	2.3400	2.7353	G000022385	G001273385	
archaea	archaea	2.7712	3.3027	G000022385	G000336755	
archaea	archaea	2.8241	3.3865	G000022385	G001564285	
archaea	archaea	2.6815	3.1781	G000022385	G000024185	
archaea	archaea	2.2096	2.4344	G000022385	G001484195	
archaea	archaea	2.9093	3.4210	G000022385	G000337035	
archaea	archaea	2.1956	2.7613	G000022385	G001918745	
archaea	archaea	2.6551	3.0130	G000022385	G001006045	
archaea	archaea	0.6682	0.7588	G000022385	G000243315	
archaea	archaea	3.0372	3.1737	G000022385	G001421185	
archaea	archaea	1.6565	1.7497	G000022385	G000015805	
archaea	archaea	3.4155	3.5322	G000800805	G001412615	
archaea	archaea	3.2467	2.8420	G000800805	G001273385	
archaea	archaea	2.6963	2.4279	G000800805	G000336755	
archaea	archaea	2.7491	2.5118	G000800805	G001564285	
archaea	archaea	2.7551	2.4720	G000800805	G000024185	
archaea	archaea	2.5966	2.3555	G000800805	G001484195	
archaea	archaea	2.8343	2.5463	G000800805	G000337035	
archaea	archaea	3.1023	2.8680	G000800805	G001918745	
archaea	archaea	2.5801	2.1383	G000800805	G001006045	
archaea	archaea	3.3617	3.3292	G000800805	G000243315	
archaea	archaea	1.3171	1.1659	G000800805	G001421185	
archaea	archaea	3.3551	3.0953	G000800805	G000015805	
archaea	archaea	3.2948	3.2628	G000800805	G000022385	
archaea	archaea	2.1849	2.8756	G002009985	G001412615	
archaea	archaea	1.2417	1.3291	G002009985	G001273385	
