archaea	archaea	2.2705	2.3276	G000009965	G001577555	
archaea	archaea	1.8708	1.8745	G001512375	G001577555	
archaea	archaea	2.0762	2.3658	G001512375	G000009965	
archaea	archaea	3.1175	2.4742	G000350305	G001577555	
archaea	archaea	2.7520	2.6153	G000350305	G000009965	
archaea	archaea	2.9232	2.5124	G000350305	G001512375	
archaea	archaea	3.0417	2.4833	G000437835	G001577555	
archaea	archaea	2.6761	2.6244	G000437835	G000009965	
archaea	archaea	2.8473	2.5214	G000437835	G001512375	
archaea	archaea	0.3367	0.4540	G000437835	G000350305	
archaea	archaea	2.1801	2.1958	G001433455	G001577555	
archaea	archaea	0.4038	0.5671	G001433455	G000009965	
archaea	archaea	1.9858	2.2339	G001433455	G001512375	
archaea	archaea	2.6616	2.4835	G001433455	G000350305	
archaea	archaea	2.5857	2.4925	G001433455	G000437835	
archaea	archaea	3.5722	2.8218	G000200715	G001577555	
archaea	archaea	2.7448	2.6077	G000200715	G000009965	
archaea	archaea	3.3779	2.8599	G000200715	G001512375	
archaea	archaea	4.0537	3.1095	G000200715	G000350305	
archaea	archaea	3.9779	3.1185	G000200715	G000437835	
archaea	archaea	2.6544	2.4758	G000200715	G001433455	
archaea	archaea	2.1320	2.2920	G900109065	G001577555	
archaea	archaea	2.0647	2.5564	G900109065	G000009965	
archaea	archaea	1.9377	2.3302	G900109065	G001512375	
archaea	archaea	2.9117	2.7030	G900109065	G000350305	
archaea	archaea	2.8359	2.7120	G900109065	G000437835	
archaea	archaea	1.9743	2.4245	G900109065	G001433455	
archaea	archaea	3.3664	3.0505	G900109065	G000200715	
archaea	archaea	2.0914	2.4044	G001564175	G001577555	
archaea	archaea	2.0241	2.6688	G001564175	G000009965	
archaea	archaea	1.8971	2.4425	G001564175	G001512375	
archaea	archaea	2.8711	2.8154	G001564175	G000350305	
archaea	archaea	2.7952	2.8244	G001564175	G000437835	
archaea	archaea	1.9337	2.5369	G001564175	G001433455	
archaea	archaea	3.3258	3.1629	G001564175	G000200715	
archaea	archaea	0.3280	0.6799	G001564175	G900109065	
archaea	archaea	2.2707	2.3954	G001577775	G001577555	
archaea	archaea	0.3876	0.6845	G001577775	G000009965	
archaea	archaea	2.0763	2.4335	G001577775	G001512375	
archaea	archaea	2.7522	2.6831	G001577775	G000350305	
archaea	archaea	2.6763	2.6921	G001577775	G000437835	
archaea	archaea	0.4040	0.6349	G001577775	G001433455	
archaea	archaea	2.7449	2.6755	G001577775	G000200715	
archaea	archaea	2.0649	2.6242	G001577775	G900109065	
archaea	archaea	2.0242	2.7365	G001577775	G001564175	
archaea	archaea	2.1277	2.2657	G000739555	G001577555	
archaea	archaea	2.0604	2.5300	G000739555	G000009965	
archaea	archaea	1.9334	2.3038	G000739555	G001512375	
archaea	archaea	2.9074	2.6766	G000739555	G000350305	
archaea	archaea	2.8315	2.6856	G000739555	G000437835	
archaea	archaea	1.9700	2.3982	G000739555	G001433455	
archaea	archaea	3.3621	3.0242	G000739555	G000200715	
archaea	archaea	0.5098	0.7408	G000739555	G900109065	
archaea	archaea	0.4691	0.8532	G000739555	G001564175	
archaea	archaea	2.0605	2.5978	G000739555	G001577775	
archaea	archaea	2.0368	2.1936	G000376445	G001577555	
archaea	archaea	1.9694	2.4580	G000376445	G000009965	
archaea	archaea	1.8424	2.2318	G000376445	G001512375	
archaea	archaea	2.8164	2.6046	G000376445	G000350305	
archaea	archaea	2.7406	2.6136	G000376445	G000437835	
archaea	archaea	1.8790	2.3261	G000376445	G001433455	
archaea	archaea	3.2712	2.9521	G000376445	G000200715	
archaea	archaea	0.6599	0.8282	G000376445	G900109065	
archaea	archaea	0.6193	0.9406	G000376445	G001564175	
archaea	archaea	1.9696	2.5257	G000376445	G001577775	
archaea	archaea	0.6556	0.8019	G000376445	G000739555	
archaea	archaea	2.1438	2.2396	G000337455	G001577555	
archaea	archaea	2.0765	2.5039	G000337455	G000009965	
archaea	archaea	1.9495	2.2777	G000337455	G001512375	
archaea	archaea	2.9235	2.6505	G000337455	G000350305	
archaea	archaea	2.8476	2.6596	G000337455	G000437835	
archaea	archaea	1.9861	2.3721	G000337455	G001433455	
archaea	archaea	3.3782	2.9981	G000337455	G000200715	
archaea	archaea	0.7669	0.8742	G000337455	G900109065	
archaea	archaea	0.7263	0.9866	G000337455	G001564175	
archaea	archaea	2.0766	2.5717	G000337455	G001577775	
archaea	archaea	0.7626	0.8478	G000337455	G000739555	
archaea	archaea	0.6104	0.7298	G000337455	G000376445	
archaea	archaea	1.8316	1.8432	G000021965	G001577555	
archaea	archaea	2.0369	2.3344	G000021965	G000009965	
archaea	archaea	0.7213	0.9385	G000021965	G001512375	
archaea	archaea	2.8840	2.4810	G000021965	G000350305	
archaea	archaea	2.8081	2.4900	G000021965	G000437835	
archaea	archaea	1.9466	2.2026	G000021965	G001433455	
archaea	archaea	3.3387	2.8286	G000021965	G000200715	
archaea	archaea	1.8985	2.2988	G000021965	G900109065	
archaea	archaea	1.8579	2.4112	G000021965	G001564175	
archaea	archaea	2.0371	2.4022	G000021965	G001577775	
archaea	archaea	1.8942	2.2724	G000021965	G000739555	
archaea	archaea	1.8032	2.2004	G000021965	G000376445	
archaea	archaea	1.9103	2.2463	G000021965	G000337455	
archaea	archaea	3.0759	2.6297	G000015145	G001577555	
archaea	archaea	2.2484	2.4156	G000015145	G000009965	
archaea	archaea	2.8816	2.6679	G000015145	G001512375	
archaea	archaea	3.5574	2.9174	G000015145	G000350305	
archaea	archaea	3.4815	2.9265	G000015145	G000437835	
archaea	archaea	2.1580	2.2838	G000015145	G001433455	
archaea	archaea	3.0304	2.7797	G000015145	G000200715	
archaea	archaea	2.8701	2.8585	G000015145	G900109065	
archaea	archaea	2.8295	2.9709	G000015145	G001564175	
archaea	archaea	2.2486	2.4834	G000015145	G001577775	
archaea	archaea	2.8658	2.8321	G000015145	G000739555	
archaea	archaea	2.7748	2.7601	G000015145	G000376445	
archaea	archaea	2.8819	2.8060	G000015145	G000337455	
archaea	archaea	2.8423	2.6365	G000015145	G000021965	
archaea	archaea	2.2520	2.3396	G000007305	G001577555	
archaea	archaea	0.3689	0.6287	G000007305	G000009965	
archaea	archaea	2.0577	2.3777	G000007305	G001512375	
archaea	archaea	2.7335	2.6273	G000007305	G000350305	
archaea	archaea	2.6576	2.6363	G000007305	G000437835	
archaea	archaea	0.3853	0.5790	G000007305	G001433455	
archaea	archaea	2.7263	2.6196	G000007305	G000200715	
archaea	archaea	2.0462	2.5683	G000007305	G900109065	
archaea	archaea	2.0056	2.6807	G000007305	G001564175	
archaea	archaea	0.1849	0.3375	G000007305	G001577775	
archaea	archaea	2.0419	2.5420	G000007305	G000739555	
archaea	archaea	1.9509	2.4699	G000007305	G000376445	
archaea	archaea	2.0580	2.5159	G000007305	G000337455	
archaea	archaea	2.0185	2.3464	G000007305	G000021965	
archaea	archaea	2.2299	2.4276	G000007305	G000015145	
archaea	archaea	2.3815	2.4232	G000006175	G001577555	
archaea	archaea	1.8673	2.4901	G000006175	G000009965	
archaea	archaea	2.1872	2.4614	G000006175	G001512375	
archaea	archaea	2.8630	2.7109	G000006175	G000350305	
archaea	archaea	2.7871	2.7200	G000006175	G000437835	
archaea	archaea	1.7770	2.3582	G000006175	G001433455	
archaea	archaea	3.1691	2.9842	G000006175	G000200715	
archaea	archaea	2.1757	2.6520	G000006175	G900109065	
archaea	archaea	2.1351	2.7644	G000006175	G001564175	
archaea	archaea	1.8675	2.5578	G000006175	G001577775	
archaea	archaea	2.1714	2.6256	G000006175	G000739555	
archaea	archaea	2.0804	2.5536	G000006175	G000376445	
archaea	archaea	2.1875	2.5995	G000006175	G000337455	
archaea	archaea	2.1479	2.4300	G000006175	G000021965	
archaea	archaea	2.6727	2.7922	G000006175	G000015145	
archaea	archaea	1.8489	2.5020	G000006175	G000007305	
archaea	archaea	2.6984	2.4679	G001402935	G001577555	
archaea	archaea	2.3329	2.6090	G001402935	G000009965	
archaea	archaea	2.5041	2.5060	G001402935	G001512375	
archaea	archaea	2.6544	2.5260	G001402935	G000350305	
archaea	archaea	2.5786	2.5350	G001402935	G000437835	
archaea	archaea	2.2425	2.4771	G001402935	G001433455	
archaea	archaea	3.6346	3.1031	G001402935	G000200715	
archaea	archaea	2.4926	2.6966	G001402935	G900109065	
archaea	archaea	2.4520	2.8090	G001402935	G001564175	
archaea	archaea	2.3331	2.6767	G001402935	G001577775	
archaea	archaea	2.4883	2.6702	G001402935	G000739555	
archaea	archaea	2.3973	2.5982	G001402935	G000376445	
archaea	archaea	2.5044	2.6442	G001402935	G000337455	
archaea	archaea	2.4649	2.4746	G001402935	G000021965	
archaea	archaea	3.1383	2.9111	G001402935	G000015145	
archaea	archaea	2.3144	2.6209	G001402935	G000007305	
archaea	archaea	2.4439	2.7046	G001402935	G000006175	
archaea	archaea	2.5051	2.0476	G001800815	G001577555	
archaea	archaea	2.1395	2.1887	G001800815	G000009965	
archaea	archaea	2.3107	2.0857	G001800815	G001512375	
archaea	archaea	1.5848	1.7127	G001800815	G000350305	
archaea	archaea	1.5089	1.7218	G001800815	G000437835	
archaea	archaea	2.0491	2.0568	G001800815	G001433455	
archaea	archaea	3.4413	2.6828	G001800815	G000200715	
archaea	archaea	2.2992	2.2763	G001800815	G900109065	
archaea	archaea	2.2586	2.3887	G001800815	G001564175	
archaea	archaea	2.1397	2.2564	G001800815	G001577775	
archaea	archaea	2.2949	2.2499	G001800815	G000739555	
archaea	archaea	2.2040	2.1779	G001800815	G000376445	
archaea	archaea	2.3110	2.2238	G001800815	G000337455	
archaea	archaea	2.2715	2.0543	G001800815	G000021965	
archaea	archaea	2.9449	2.4908	G001800815	G000015145	
archaea	archaea	2.1210	2.2006	G001800815	G000007305	
