1	0.028673	10	p0065	200k
2	0.234591	10	p0065	200k
3	0.800372	10	p0065	200k
4	2.936364	10	p0065	200k
1	0.089614	10	p0241	200k
2	0.395662	10	p0241	200k
3	0.948920	10	p0241	200k
4	2.565804	10	p0241	200k
1	0.053747	13	DNGNGWU00009	200k
2	0.313987	13	DNGNGWU00009	200k
3	0.882889	13	DNGNGWU00009	200k
4	2.749377	13	DNGNGWU00009	200k
1	0.041046	13	DNGNGWU00012	200k
2	0.277310	13	DNGNGWU00012	200k
3	0.847408	13	DNGNGWU00012	200k
4	2.834236	13	DNGNGWU00012	200k
1	0.023498	13	DNGNGWU00015	200k
2	0.213614	13	DNGNGWU00015	200k
3	0.774588	13	DNGNGWU00015	200k
4	2.988300	13	DNGNGWU00015	200k
1	0.046585	13	DNGNGWU00023	200k
2	0.294016	13	DNGNGWU00023	200k
3	0.864078	13	DNGNGWU00023	200k
4	2.795321	13	DNGNGWU00023	200k
1	0.060692	13	DNGNGWU00030	200k
2	0.331912	13	DNGNGWU00030	200k
3	0.898811	13	DNGNGWU00030	200k
4	2.708585	13	DNGNGWU00030	200k
1	0.081367	13	DNGNGWU00032	200k
2	0.378946	13	DNGNGWU00032	200k
3	0.936699	13	DNGNGWU00032	200k
4	2.602988	13	DNGNGWU00032	200k
1	0.035633	13	DNGNGWU00039	200k
2	0.259679	13	DNGNGWU00039	200k
3	0.828809	13	DNGNGWU00039	200k
4	2.875879	13	DNGNGWU00039	200k
1	0.013535	13	p0000	200k
2	0.164341	13	p0000	200k
3	0.705086	13	p0000	200k
4	3.117039	13	p0000	200k
1	0.002776	13	p0001	200k
2	0.076261	13	p0001	200k
3	0.528206	13	p0001	200k
4	3.392756	13	p0001	200k
1	0.027651	13	p0002	200k
2	0.230630	13	p0002	200k
3	0.795653	13	p0002	200k
4	2.946066	13	p0002	200k
1	0.010168	13	p0003	200k
2	0.143266	13	p0003	200k
3	0.670469	13	p0003	200k
4	3.176097	13	p0003	200k
1	0.002525	13	p0004	200k
2	0.072803	13	p0004	200k
3	0.518821	13	p0004	200k
4	3.405851	13	p0004	200k
1	0.019785	13	p0005	200k
2	0.196920	13	p0005	200k
3	0.752576	13	p0005	200k
4	3.030720	13	p0005	200k
1	0.015783	13	p0006	200k
2	0.176858	13	p0006	200k
3	0.724112	13	p0006	200k
4	3.083247	13	p0006	200k
1	0.034642	13	p0007	200k
2	0.256288	13	p0007	200k
3	0.825106	13	p0007	200k
4	2.883963	13	p0007	200k
1	0.020807	13	p0008	200k
2	0.201677	13	p0008	200k
3	0.758994	13	p0008	200k
4	3.018522	13	p0008	200k
1	0.050750	13	p0009	200k
2	0.305831	13	p0009	200k
3	0.875348	13	p0009	200k
4	2.768071	13	p0009	200k
1	0.100931	13	p0010	200k
2	0.417126	13	p0010	200k
3	0.963727	13	p0010	200k
4	2.518216	13	p0010	200k
1	0.015378	13	p0011	200k
2	0.174678	13	p0011	200k
3	0.720872	13	p0011	200k
4	3.089072	13	p0011	200k
1	0.017006	13	p0012	200k
2	0.183261	13	p0012	200k
3	0.733453	13	p0012	200k
4	3.066280	13	p0012	200k
1	0.031731	13	p0013	200k
2	0.245995	13	p0013	200k
3	0.813603	13	p0013	200k
4	2.908671	13	p0013	200k
1	0.020495	13	p0014	200k
2	0.200240	13	p0014	200k
3	0.757067	13	p0014	200k
4	3.022199	13	p0014	200k
1	0.007853	13	p0015	200k
2	0.126486	13	p0015	200k
3	0.640164	13	p0015	200k
4	3.225497	13	p0015	200k
1	0.018124	13	p0016	200k
2	0.188894	13	p0016	200k
3	0.741469	13	p0016	200k
4	3.051513	13	p0016	200k
1	0.020479	13	p0017	200k
2	0.200167	13	p0017	200k
3	0.756969	13	p0017	200k
4	3.022385	13	p0017	200k
1	0.027042	13	p0018	200k
2	0.228228	13	p0018	200k
3	0.792757	13	p0018	200k
4	2.951973	13	p0018	200k
1	0.013688	13	p0019	200k
2	0.165226	13	p0019	200k
3	0.706466	13	p0019	200k
4	3.114620	13	p0019	200k
1	0.011223	13	p0020	200k
2	0.150232	13	p0020	200k
3	0.682302	13	p0020	200k
4	3.156243	13	p0020	200k
1	0.023327	13	p0021	200k
2	0.212883	13	p0021	200k
3	0.773653	13	p0021	200k
4	2.990137	13	p0021	200k
1	0.030113	13	p0022	200k
2	0.240044	13	p0022	200k
3	0.806764	13	p0022	200k
4	2.923078	13	p0022	200k
1	0.026423	13	p0023	200k
2	0.225757	13	p0023	200k
3	0.789753	13	p0023	200k
4	2.958067	13	p0023	200k
1	0.032463	13	p0024	200k
2	0.248634	13	p0024	200k
3	0.816590	13	p0024	200k
4	2.902313	13	p0024	200k
1	0.033368	13	p0025	200k
2	0.251847	13	p0025	200k
3	0.820192	13	p0025	200k
4	2.894593	13	p0025	200k
1	0.056344	13	p0026	200k
2	0.320843	13	p0026	200k
3	0.889082	13	p0026	200k
4	2.733731	13	p0026	200k
1	0.015019	13	p0027	200k
2	0.172719	13	p0027	200k
3	0.717935	13	p0027	200k
4	3.094328	13	p0027	200k
1	0.011248	13	p0028	200k
2	0.150393	13	p0028	200k
3	0.682569	13	p0028	200k
4	3.155790	13	p0028	200k
1	0.024909	13	p0029	200k
2	0.219572	13	p0029	200k
3	0.782114	13	p0029	200k
4	2.973405	13	p0029	200k
1	0.026635	13	p0030	200k
2	0.226608	13	p0030	200k
3	0.790790	13	p0030	200k
4	2.955967	13	p0030	200k
1	0.120274	13	p0031	200k
2	0.450568	13	p0031	200k
3	0.984921	13	p0031	200k
4	2.444236	13	p0031	200k
1	0.021815	13	p0032	200k
2	0.206243	13	p0032	200k
3	0.765043	13	p0032	200k
4	3.006899	13	p0032	200k
1	0.043763	13	p0033	200k
2	0.285659	13	p0033	200k
3	0.855850	13	p0033	200k
4	2.814729	13	p0033	200k
1	0.016325	13	p0034	200k
2	0.179728	13	p0034	200k
3	0.728331	13	p0034	200k
4	3.075616	13	p0034	200k
1	0.025838	13	p0035	200k
2	0.223393	13	p0035	200k
3	0.786853	13	p0035	200k
4	2.963916	13	p0035	200k
1	0.015548	13	p0036	200k
2	0.175597	13	p0036	200k
3	0.722242	13	p0036	200k
4	3.086613	13	p0036	200k
1	0.006999	13	p0037	200k
2	0.119635	13	p0037	200k
3	0.626966	13	p0037	200k
4	3.246400	13	p0037	200k
1	0.025140	13	p0038	200k
2	0.220530	13	p0038	200k
3	0.783308	13	p0038	200k
4	2.971021	13	p0038	200k
1	0.018010	13	p0039	200k
2	0.188326	13	p0039	200k
3	0.740669	13	p0039	200k
4	3.052996	13	p0039	200k
1	0.013347	13	p0040	200k
2	0.163248	13	p0040	200k
3	0.703373	13	p0040	200k
4	3.120032	13	p0040	200k
1	0.070046	13	p0041	200k
2	0.354222	13	p0041	200k
3	0.917454	13	p0041	200k
4	2.658278	13	p0041	200k
1	0.009392	13	p0042	200k
2	0.137895	13	p0042	200k
3	0.661061	13	p0042	200k
4	3.191652	13	p0042	200k
1	0.018333	13	p0043	200k
2	0.189924	13	p0043	200k
3	0.742914	13	p0043	200k
4	3.048828	13	p0043	200k
1	0.011505	13	p0044	200k
2	0.152029	13	p0044	200k
3	0.685289	13	p0044	200k
4	3.151177	13	p0044	200k
1	0.013612	13	p0045	200k
2	0.164790	13	p0045	200k
3	0.705786	13	p0045	200k
4	3.115813	13	p0045	200k
1	0.019554	13	p0046	200k
2	0.195831	13	p0046	200k
3	0.751089	13	p0046	200k
4	3.033526	13	p0046	200k
1	0.013593	13	p0047	200k
2	0.164681	13	p0047	200k
3	0.705616	13	p0047	200k
4	3.116110	13	p0047	200k
1	0.017129	13	p0048	200k
2	0.183886	13	p0048	200k
3	0.734352	13	p0048	200k
4	3.064633	13	p0048	200k
1	0.030390	13	p0049	200k
2	0.241077	13	p0049	200k
3	0.807961	13	p0049	200k
4	2.920572	13	p0049	200k
1	0.034712	13	p0050	200k
2	0.256530	13	p0050	200k
3	0.825371	13	p0050	200k
4	2.883387	13	p0050	200k
1	0.023396	13	p0051	200k
2	0.213177	13	p0051	200k
3	0.774030	13	p0051	200k
4	2.989398	13	p0051	200k
1	0.050988	13	p0052	200k
2	0.306491	13	p0052	200k
3	0.875965	13	p0052	200k
4	2.766555	13	p0052	200k
1	0.026735	13	p0054	200k
2	0.227007	13	p0054	200k
3	0.791276	13	p0054	200k
4	2.954982	13	p0054	200k
1	0.017064	13	p0055	200k
2	0.183556	13	p0055	200k
3	0.733879	13	p0055	200k
4	3.065501	13	p0055	200k
1	0.023399	13	p0056	200k
2	0.213190	13	p0056	200k
3	0.774047	13	p0056	200k
4	2.989364	13	p0056	200k
1	0.024656	13	p0057	200k
2	0.218518	13	p0057	200k
3	0.780794	13	p0057	200k
4	2.976032	13	p0057	200k
1	0.030491	13	p0058	200k
2	0.241452	13	p0058	200k
3	0.808394	13	p0058	200k
4	2.919663	13	p0058	200k
1	0.035508	13	p0059	200k
2	0.259253	13	p0059	200k
3	0.828346	13	p0059	200k
4	2.876893	13	p0059	200k
1	0.043520	13	p0060	200k
2	0.284925	13	p0060	200k
3	0.855116	13	p0060	200k
4	2.816439	13	p0060	200k
1	0.034779	13	p0061	200k
2	0.256758	13	p0061	200k
3	0.825622	13	p0061	200k
4	2.882841	13	p0061	200k
1	0.033321	13	p0062	200k
2	0.251681	13	p0062	200k
3	0.820006	13	p0062	200k
4	2.894992	13	p0062	200k
1	0.018852	13	p0063	200k
2	0.192460	13	p0063	200k
3	0.746448	13	p0063	200k
4	3.042239	13	p0063	200k
1	0.027769	13	p0064	200k
2	0.231091	13	p0064	200k
3	0.796205	13	p0064	200k
4	2.944934	13	p0064	200k
1	0.007610	13	p0065	200k
2	0.124580	13	p0065	200k
3	0.636544	13	p0065	200k
4	3.231266	13	p0065	200k
1	0.017880	13	p0066	200k
2	0.187681	13	p0066	200k
3	0.739758	13	p0066	200k
4	3.054680	13	p0066	200k
1	0.017907	13	p0067	200k
2	0.187817	13	p0067	200k
3	0.739950	13	p0067	200k
